Id,Number of gates,Parameterized gates,Non-local gates,Training time,Training iterations,CrossEntropy,Accuracy,Hilbert-Schmidt norm,Meyer Wallach
3868,23,8,9,146.30361247062683,20,0.8444033531198255,0.6666666666666666,0.1349113032447437,0.7516120304672416
3869,23,13,8,217.60777711868286,20,0.7970847519689965,0.6666666666666666,0.1399075786194961,0.9364298226031349
3870,27,11,11,786.0472087860107,71,0.6611513287643762,0.8,0.1393489220652447,0.9662764669284435
3871,30,15,8,766.9036591053009,28,0.751011542333539,0.7333333333333333,0.14192733687979245,0.9127868024983237
3872,24,8,10,243.4854884147644,28,0.8825256258857118,0.6666666666666666,0.13800654659074693,1.0000005027061585
3873,32,20,10,1703.0840451717377,79,0.4998734236419165,0.8666666666666667,0.13364706176029953,0.7955623678027517
3874,26,16,7,441.2124569416046,35,0.8333129883170137,0.7333333333333333,0.135610290966271,0.7985196481765326
3875,32,17,9,1254.4990956783295,72,0.8338799102818597,0.6,0.13879422149412152,0.7194854686651908
3876,32,16,10,595.2880804538727,36,0.7115561610700627,0.7333333333333333,0.1262358474581809,0.8638230304779477
3877,26,11,13,299.3284103870392,23,0.812713510006522,0.6666666666666666,0.13905967057337773,0.9482421235955139
3878,33,18,7,300.90865874290466,20,1.0888734354874872,0.3333333333333333,0.14394273467092253,0.8211953765300263
3879,26,10,11,612.2457189559937,57,0.6778833443984097,0.9333333333333333,0.13070025126803606,0.8965738971748394
3880,31,18,10,1426.0211434364319,41,0.5586532392933778,0.9333333333333333,0.14013352629386602,0.7572042503907542
3881,26,11,11,843.5524978637695,45,0.7397719656591125,0.8666666666666667,0.13290838671018188,0.8843568782911749
3882,26,15,11,562.2073354721069,37,0.5024197273552259,0.8666666666666667,0.1267455810226312,0.9013532885667865
3883,29,13,9,896.7040243148804,69,0.7162692920366082,0.8666666666666667,0.13494823353128602,0.834244181989144
3884,28,15,11,628.2880237102509,41,0.5855617687197615,0.8,0.2806688890765582,0.6775036808591416
3885,31,14,13,1735.099446773529,54,0.9414223775294549,0.7333333333333333,0.14209211539667263,0.8601994137896617
3886,35,20,6,417.0309226512909,29,0.6821513476560129,0.6666666666666666,0.1326699653657655,0.8882873946320606
3887,27,12,9,349.6290934085846,31,0.7700113979680562,0.5333333333333333,0.13235082378041513,1.0000006494399256
3888,26,11,10,372.64682960510254,36,0.6152203200469046,0.8,0.132015071044017,0.8036366500681802
3889,30,13,14,1989.5346262454987,61,0.6692028749941668,0.5333333333333333,0.14342484139510067,0.9539028742581513
3890,27,11,6,263.56595945358276,27,0.8278499636743973,0.6666666666666666,0.14640486656248083,0.6919458372064988
3891,22,10,9,233.1245038509369,24,0.9540340940090141,0.3333333333333333,0.2912505839024363,0.5008334146693295
3892,25,8,15,461.8376054763794,23,1.057563766745803,0.4,0.2791633900222636,0.6520362331732918
3893,29,14,8,1079.6631965637207,96,0.6223766089873631,0.6666666666666666,0.14701878086012327,0.5645543820384843
3894,24,12,10,738.4655187129974,31,0.9430058602591136,0.26666666666666666,0.13454394678229104,0.7758169372028082
3895,25,9,13,808.7904188632965,43,0.7252267786444465,0.6,0.15050153259986818,0.8984071591925036
3896,25,11,9,438.38601446151733,43,0.6643410873349421,0.9333333333333333,0.13899876477509784,0.9443253835361497
3897,25,9,12,197.3512740135193,20,0.8985006444627738,0.5333333333333333,0.1416551683399254,0.7917082502423716
3898,26,8,14,286.33454275131226,30,1.0813094610954888,0.4666666666666667,0.12367438861209779,0.9792305418965651
3899,27,13,11,701.4611916542053,50,0.6961582711827182,0.8666666666666667,0.14056558318543322,0.935298748988572
3900,26,11,12,593.1781570911407,49,0.5238388485349651,0.8,0.13723021819771744,0.8992236373987645
3901,23,6,12,595.1121442317963,44,0.947133507885403,0.4666666666666667,0.2815761539108262,0.7559847529175606
3902,28,11,10,511.00025272369385,25,0.805083635248605,0.8,0.13273996955979162,0.8168292818848137
3903,27,8,14,357.28968143463135,36,0.693391264589433,0.8,0.28016980585977264,0.8409217011221171
3904,25,15,9,426.5438041687012,30,0.725447465487823,0.5333333333333333,0.13488189528487027,0.8744408491120168
3905,30,12,12,525.5147070884705,39,0.7810658219932343,0.8666666666666667,0.1357424495595952,0.9820899784235919
3906,25,15,8,254.52092385292053,20,0.9530316375866069,0.4666666666666667,0.12813070553605335,0.8380574453395399
3907,23,9,11,559.0717403888702,53,0.5781604686075534,0.8666666666666667,0.28482253924292794,0.8203393926166573
3908,29,12,9,346.5123391151428,29,0.7510018947102619,0.9333333333333333,0.12542153329340044,0.9629496468895522
3909,25,12,11,1095.0986812114716,46,0.471585996108172,0.8,0.13235765472428518,0.876932078648865
3910,22,10,11,1045.69109249115,53,0.5858851075852719,0.9333333333333333,0.45212929365375304,0.9384609763334819
3911,31,17,11,910.4597008228302,56,0.5071949423184241,0.9333333333333333,0.1333739838799162,0.8652827952350752
3912,22,7,12,431.4275119304657,51,0.5908433959292376,0.8,0.29230718855750193,0.69895595580446
3913,28,11,10,604.4295980930328,27,0.6029067395901533,0.9333333333333333,0.12922978685394074,0.870941849105833
3914,27,11,10,324.258154630661,28,0.630776548204833,0.8666666666666667,0.1333320791405078,0.8415411809960293
3915,27,16,8,339.3737235069275,27,0.8484851960358206,0.6666666666666666,0.15033984026718178,0.9112708448063768
3916,20,5,12,349.05540013313293,31,1.0371723617706625,0.6,0.28805004543858825,0.9637639748103485
3917,26,13,7,341.0106430053711,31,0.548688008868316,0.8,0.14432260373923364,0.804769984468105
3918,25,13,8,295.3683054447174,27,0.8791980254930449,0.5333333333333333,0.2842838543087685,0.8054553650498044
3919,27,18,7,797.2404267787933,54,0.6057053210424235,0.9333333333333333,0.12977588445055685,0.8609697573140024
3920,21,7,12,242.84242796897888,32,0.7177908916030522,0.6666666666666666,0.14625794072612078,0.7926010425564778
3921,32,16,9,1371.3386352062225,50,0.6598217887932505,0.9333333333333333,0.14115477404328322,0.8955731526895747
3922,27,10,10,282.22120690345764,30,0.8689294562854027,0.6,0.1509005153928975,0.7628956225358408
3923,27,12,13,734.0523219108582,29,1.056797592919493,0.26666666666666666,0.1423223248651164,0.8498595574030264
3924,26,16,8,842.5534641742706,64,0.6883653811966354,0.8,0.13738117696348026,0.9523576426182546
3925,26,8,12,332.97508430480957,38,0.752386119928898,0.6,0.12748963078432363,0.9848671631590398
3926,28,17,7,706.6219081878662,51,0.5889869229208352,0.6666666666666666,0.1476609553375065,0.9019457451564725
3927,29,11,11,1040.3528563976288,48,0.6288972848239968,0.8666666666666667,0.13115719358846567,0.8627683757372838
3928,29,15,10,379.4571394920349,24,0.9366127260652541,0.6,0.13184892142198495,0.7994287923488159
3929,24,5,12,195.63031888008118,36,1.2406390764301192,0.3333333333333333,0.13658154612058632,0.8182069998175409
3930,28,10,14,758.2829058170319,62,0.6259540142859732,0.7333333333333333,0.1424921414587924,0.8809511543379677
3931,26,12,12,810.7812111377716,60,0.7585011124857972,0.9333333333333333,0.28496774926788826,0.5336424647166514
3932,23,11,9,456.5035517215729,46,0.6965790483354551,0.8,0.14484509151042027,0.7796675906944138
3933,26,8,11,932.9128420352936,57,0.87564858941614,0.5333333333333333,0.29049329663905404,0.5929809744183987
3934,26,12,13,867.3747901916504,35,0.8306826294350418,0.5333333333333333,0.1300774568360537,0.8788347467397863
3935,31,11,11,625.64590883255,50,0.8243390937151841,0.6666666666666666,0.1413910609675559,0.9432710625033421
3936,30,14,11,1351.5219826698303,46,0.7524379458340208,0.7333333333333333,0.12639300762296118,0.9242172416370371
3937,24,10,12,521.7125000953674,45,0.8292293274675194,0.5333333333333333,0.14865163486833066,0.8347450985301451
3938,23,4,12,209.6685826778412,23,1.2396309629489803,0.4666666666666667,0.29073173342067604,0.999998190679497
3939,30,16,11,377.36614418029785,22,0.8701961896085477,0.4666666666666667,0.13834776964716547,0.8868263945152812
3940,28,12,12,647.97731757164,49,0.44325342717384814,0.7333333333333333,0.1282408875074472,0.915203468943799
3941,26,10,10,1056.7521381378174,55,0.3428883234091032,1.0,0.13504096525006934,0.9659345384386497
3942,25,13,10,782.7335684299469,61,0.5965122097472013,0.8666666666666667,0.14487540711193975,0.7573133881971807
3943,21,5,13,140.10641598701477,24,1.07364263685382,0.4,0.27643415898453255,0.9341964737016066
3944,28,12,10,419.35725140571594,32,0.951002025379654,0.7333333333333333,0.14111343257930925,0.7888130058742985
3945,29,17,9,1004.0628235340118,65,0.6709435066358059,0.7333333333333333,0.1357750129389841,0.7948664481683139
3946,25,10,12,288.32733941078186,28,0.5399628551716442,0.8666666666666667,0.13530827161518297,0.865602588803139
3947,21,11,9,508.88724088668823,28,0.8464159623253766,0.6,0.14122779623606044,0.9660316820865265
3948,25,14,9,862.810394525528,35,0.7255586340759463,0.7333333333333333,0.12509310723130415,0.9420672263817054
3949,30,12,14,301.78579926490784,21,0.8915689506708732,0.7333333333333333,0.14403844695128237,0.717067309348661
3950,20,4,15,204.5555384159088,20,1.154048745595612,0.4,0.44987913244823535,0.6174258983570279
3951,27,9,10,324.24541330337524,37,0.9405832859061637,0.6,0.13526233635091472,0.962708318697363
3952,24,12,11,540.7187027931213,43,0.4883038540115211,0.8,0.14137116218043932,0.8839224266628747
3953,29,15,7,1284.4824554920197,54,0.7108045868163657,0.8,0.1392481139571682,0.8177377108263062
3954,31,15,11,461.92888045310974,28,0.6763229874492318,0.7333333333333333,0.1453283898817835,0.9144419011642602
3955,24,9,11,366.0970039367676,36,0.8245360431599706,0.6,0.28443488466825184,0.9886213498397336
3956,32,21,8,802.3873202800751,45,0.5896816697311592,0.8666666666666667,0.1338714039457298,0.9090636708442724
3957,23,8,12,718.8726124763489,43,1.0143720941252108,0.6,0.12428904399284982,0.8227072345956177
3958,29,14,9,313.2675015926361,21,0.8300390662471969,0.6666666666666666,0.2847362934344781,0.8245151954984721
3959,25,11,11,484.9341175556183,22,0.8174272310270911,0.8666666666666667,0.28130283273225043,0.873583189898936
3960,24,10,12,1188.662990808487,55,0.5821138529712854,0.6,0.14624472067979122,0.8567777750791491
3961,27,12,10,316.5486149787903,26,0.684897513126736,0.8,0.2858003999940254,0.7175591654882502
3962,26,15,9,620.2330415248871,45,0.7598228871376969,0.7333333333333333,0.13155333798036126,0.8855931208353616
3963,28,15,10,816.0456266403198,53,0.7904338668732458,0.7333333333333333,0.13832411027750954,0.7425200216761403
3964,22,12,10,267.70665979385376,24,0.7250370048965539,0.6,0.12829356237179876,0.8968064181193651
3965,24,8,14,208.61814522743225,21,0.9027845924584682,0.6666666666666666,0.3056622283175691,0.8094029765323603
3966,25,11,11,1138.3023147583008,54,0.8725512103632607,0.6666666666666666,0.13849073170462822,0.8294137262621265
3967,26,10,14,610.806202173233,53,0.8260601836043707,0.6666666666666666,0.1384969324767643,0.8648566077559003
3968,30,16,10,1108.969736814499,72,0.38011452927274497,0.9333333333333333,0.1424422193759332,0.8083120946270995
3969,27,14,12,434.149929523468,29,0.5080302612054381,0.8,0.13891992682484927,0.8938443264845176
3970,25,10,9,270.602255821228,27,0.9601601387117574,0.7333333333333333,0.13678503897774602,0.9999994293552938
3971,19,5,10,158.16749501228333,31,0.7581953562338065,0.6666666666666666,0.27810391234790005,0.9337525388852286
3972,23,9,11,202.18893456459045,22,0.6679127764517466,0.6666666666666666,0.13921970985701287,0.9313247728888253
3973,21,8,9,168.6909453868866,22,0.7763740731966854,0.6666666666666666,0.2635183504936141,0.4450518999145387
3974,26,12,12,919.9309129714966,39,0.6628271845489507,0.5333333333333333,0.14322800718863438,0.8129740786067877
3975,29,12,13,366.6198318004608,25,0.7377437178907083,0.8,0.1298824725870622,0.8779667091895411
3976,23,9,13,308.8172082901001,28,1.0710212537526445,0.6,0.44708100769662024,0.23661828345840763
3977,24,9,12,380.16535329818726,36,0.9445553339595882,0.6666666666666666,0.13202739087094076,0.7847174618187924
3978,23,10,9,637.9288809299469,70,0.6010913618840037,0.7333333333333333,0.13010759891489168,0.9609652667594838
3979,28,13,8,504.82209038734436,43,0.7070655661486901,0.9333333333333333,0.12002461187792485,0.9311679931014871
3980,32,17,11,1549.5051538944244,45,0.6301573792159252,0.6666666666666666,0.14164900871342562,0.9031334047198325
3981,25,15,9,1094.2365181446075,41,0.5446500599725838,0.9333333333333333,0.1330754030688701,0.8971603514150772
3982,28,12,11,409.9429016113281,31,0.8030901357346647,0.7333333333333333,0.14210886485810229,0.9170603402968379
3983,35,21,9,1323.2307620048523,67,0.41410659415314693,0.8666666666666667,0.13984742095208189,0.8437765163880673
3984,25,11,9,673.2086281776428,66,0.7564484830851684,0.8666666666666667,0.29004942402360373,0.491246334088589
3985,22,11,9,1933.2735946178436,100,0.43505125486536456,1.0,0.136618023787074,0.8558505832334535
3986,24,6,11,186.91708159446716,30,0.9808596958363565,0.6666666666666666,0.2915637361479953,0.7760548539051701
3987,23,10,11,264.1216926574707,23,0.7656135478737812,0.8,0.14919406206902244,0.8907981157674614
3988,25,10,11,682.8437435626984,33,0.9587289710460107,0.5333333333333333,0.12035805910642869,0.9540519838073649
3989,28,15,9,1129.151426076889,76,0.5365276724769601,0.8666666666666667,0.14084218157065018,0.911202220577762
3990,25,10,11,1328.1771504878998,64,0.6814620444317527,0.9333333333333333,0.27787150528286225,0.8481420367895487
3991,26,10,11,327.59696435928345,32,0.7734871966763113,0.7333333333333333,0.14007005646546652,0.9287941811123451
3992,29,15,12,701.3671727180481,42,0.8444492894870187,0.4666666666666667,0.13706589257073923,0.9292441601739735
3993,31,12,10,706.3133230209351,30,0.7983785434022175,0.5333333333333333,0.14045024209953164,0.9238654884805303
3994,26,10,11,232.52637600898743,21,0.806670175189886,0.8,0.1439150384091435,0.7394498830375318
3995,29,13,10,770.9745047092438,60,1.0010930631916752,0.4,0.13500950611004578,0.8865913478451694
3996,26,14,9,1100.5753746032715,43,0.7002671908403768,0.8,0.1297341656335674,0.7959988903992479
3997,29,17,7,1252.2445039749146,81,0.7029959004748275,0.6666666666666666,0.1381016141162845,0.7873383750477145
3998,22,8,13,422.35461688041687,44,0.9415586902965367,0.5333333333333333,0.1299220708798185,0.7474728621907665
3999,26,13,9,248.4498164653778,21,1.0425553298091819,0.5333333333333333,0.45586385815034364,0.45160811704031373
4000,24,10,9,772.1253576278687,42,0.6018088082696453,0.8666666666666667,0.2817378009631863,0.628196285248878
4001,28,12,10,503.7540862560272,42,0.6081923798652571,0.8,0.28859358538536184,0.7116425574609786
4002,27,16,8,954.959145784378,68,0.8437117750952168,0.6,0.1356754012784159,0.9562246924760878
4003,24,9,12,392.60812640190125,38,0.8066233924828249,0.6666666666666666,0.44820856462253367,0.7355498613376227
4004,26,11,11,520.9974679946899,44,0.7353554487319016,0.6666666666666666,0.13039202063007624,0.7102327894990407
4005,30,16,12,385.8627281188965,23,0.7090370205054618,0.7333333333333333,0.1348003851479913,0.8319406918774165
4006,22,8,12,284.9081799983978,30,0.7699876541316837,0.8,0.14443283245371824,0.8206764931100061
4007,31,20,7,1250.3341357707977,39,0.5883918672174054,0.8666666666666667,0.1317827905777012,0.7898362407835166
4008,34,21,10,835.5515158176422,39,0.7886207138230125,0.6,0.14000467358679036,0.8516716994375102
4009,30,16,9,885.3443558216095,31,0.8116872101106033,0.5333333333333333,0.14455433355068267,0.9254024318671311
4010,27,10,13,428.8029451370239,36,0.7845400975504515,0.7333333333333333,0.2964053989283401,0.8909029489184215
4011,15,4,10,135.57554078102112,31,1.0200693899066122,0.3333333333333333,0.46731715983730726,0.4999989763707244
4012,22,10,8,273.0251045227051,30,0.6757529736092436,0.5333333333333333,0.14879699849185113,0.8486752108236334
4013,27,13,11,900.8115847110748,35,0.5375145045903029,0.8666666666666667,0.14633743933301005,0.7710422982534708
4014,30,15,12,398.2822608947754,24,0.8856500601774512,0.4666666666666667,0.1340721243861502,0.8781648249111729
4015,22,9,11,321.99569821357727,32,0.7186972554482932,0.6666666666666666,0.12882687924645567,0.8747499439037479
4016,27,11,9,509.873113155365,26,0.8747415879350221,0.7333333333333333,0.14348400075147405,0.9128283100270248
4017,24,9,14,604.7129912376404,55,0.8329893581844279,0.7333333333333333,0.14320182284596342,0.9186912077457515
4018,25,12,10,495.05633020401,44,0.9657287498546149,0.3333333333333333,0.12680592413878017,0.9052549327242868
4019,27,10,14,376.08944177627563,31,0.7089945790996265,0.6666666666666666,0.12661362066269807,0.8090425934743236
4020,24,10,11,416.70148491859436,23,0.9258672697311481,0.6666666666666666,0.13912646232103038,0.655529004798974
4021,29,11,10,253.39589500427246,24,0.7991483982081123,0.5333333333333333,0.13349365050767512,0.9135368277110775
4022,25,10,11,353.59192299842834,33,0.9986837782443043,0.6,0.13404042451013387,0.9242489689091624
4023,27,15,8,914.4570660591125,36,0.581680876515983,0.9333333333333333,0.14864153971371374,0.9060346060577157
4024,25,11,11,2212.0662219524384,96,0.510428276844294,0.7333333333333333,0.118229119280961,0.888818542892415
4025,26,15,9,833.110878944397,56,0.48973743135878806,0.8666666666666667,0.14730611245976946,0.8112332404429717
4026,28,13,9,464.32442569732666,38,0.7297183147144545,0.6,0.1370065446303861,0.8850261194945693
4027,27,13,10,848.817699432373,37,0.6272360867412542,0.8666666666666667,0.14869725098579975,0.853576038890973
4028,29,12,13,774.0907475948334,49,0.7248301613616074,0.8,0.13479917040662706,0.9448859681095698
4029,30,13,10,945.5742447376251,74,0.6965103096446739,0.8666666666666667,0.27401518368093497,0.4475298599754578
4031,21,8,8,616.2285151481628,48,0.7435805347102735,0.8,0.1362984540235586,0.900238569226177
4032,29,16,11,554.527684211731,36,0.5484911729276725,0.7333333333333333,0.14535416896748157,0.8224757016025649
4033,28,13,8,409.3728754520416,32,0.9117755307975484,0.6,0.14143923125695265,0.951779753781783
4034,25,13,11,732.3771047592163,56,0.654960125976325,1.0,0.14375739490274672,0.7850342581582312
4035,27,10,13,516.9403028488159,42,0.8052818489099904,0.6666666666666666,0.2861436516298602,0.8748795391009807
4036,27,14,10,1062.2548971176147,40,0.6279807882130012,0.9333333333333333,0.12315838583702664,0.857265467753887
4037,24,12,10,567.4252290725708,46,0.5702975762361082,0.8666666666666667,0.29219574954507865,0.6935201649012203
4038,26,12,11,337.5223753452301,27,0.8246061785695907,0.8,0.14437871441008907,0.9277052862731583
4039,28,12,12,1008.5595300197601,73,0.7210643365258504,0.8,0.13951812964043073,0.9440174173584999
4040,29,16,9,988.3197588920593,36,0.6711445091650455,0.8,0.12910858796981164,0.7115018600906918
4041,18,5,11,529.2341449260712,95,0.8328780226282261,0.6666666666666666,0.4583650477521787,0.8202204731197196
4042,24,9,8,194.9809501171112,23,0.8258602774094131,0.7333333333333333,0.2787222523030291,0.9677904002650831
4043,27,10,12,1178.771872997284,58,0.6656628169197919,0.8,0.1269260120924433,0.9369815417017449
4044,30,20,8,1231.0010364055634,69,0.6364002573364567,0.7333333333333333,0.13989931450956028,0.9329161465871235
4045,31,13,12,1711.2397668361664,63,0.6786005526616415,0.8,0.13609656639618506,0.9840612494982376
4046,23,10,12,364.11917638778687,33,0.7424144279510039,0.7333333333333333,0.141402058195985,0.8018519070703647
4047,27,12,8,533.2666144371033,24,0.6539330389322714,0.7333333333333333,0.16727444442317335,0.9196516481769291
4048,22,7,10,407.95765566825867,30,0.9872344649185716,0.6,0.2938813935220088,0.7065256872618895
4049,25,12,11,253.13956665992737,20,1.124118564694232,0.4,0.13388704539894133,0.9624884371663578
4050,28,14,12,665.796712398529,40,0.6512507446214312,0.8666666666666667,0.1379358814414732,0.8664883349114768
4051,24,8,12,396.9475784301758,24,0.7825070039929499,0.6,0.14057056103939608,0.8431848970639274
4052,33,17,10,549.1266152858734,32,0.6626558679024636,0.7333333333333333,0.1442901490850183,0.9380623354427136
4053,27,10,11,224.85086679458618,23,1.0397687449522315,0.5333333333333333,0.2799074803395553,0.972465999203119
4054,25,12,9,464.40266728401184,23,0.8915515351558655,0.4,0.2879228394768723,0.8141832696928213
4055,25,12,11,367.58301520347595,31,0.6932312963526266,0.6666666666666666,0.2739463844245221,0.8354053742286512
4056,24,6,16,599.440614938736,70,1.0056152829930265,0.4666666666666667,0.1481474048355574,1.0000013139515906
4057,30,15,9,922.0844271183014,63,0.7299155621739447,0.6,0.13319294547079344,0.9411105086651856
4058,24,13,8,362.3346703052521,29,0.6675139876696556,0.8,0.13759211905064972,0.9812653249000525
4059,25,13,9,744.5457098484039,32,0.6899249799889441,0.9333333333333333,0.13790002646071575,0.8511260222773822
4060,22,7,10,324.6032745838165,45,0.5247306248461524,0.8,0.28489062518517744,0.8684865338139648
4061,27,12,11,271.6642093658447,21,0.8886015153801325,0.5333333333333333,0.13410718883030068,0.965792516173081
4062,23,11,10,443.6608533859253,41,0.771993205531529,0.8,0.13518139647100078,0.9587362525656163
4063,30,15,11,743.4302778244019,46,0.6449079531595483,0.8,0.13645726851347456,0.8355299482209435
4064,27,12,12,1262.5621762275696,48,0.879128872197571,0.6,0.1322990549708847,0.9320561174496698
4065,29,14,9,1015.4417431354523,44,0.6589240026564981,0.7333333333333333,0.143546915885598,0.8464661458566206
4066,27,11,11,865.0825893878937,40,0.585526266426282,0.7333333333333333,0.1303152741029968,0.9831502035957003
4067,22,7,12,327.9193823337555,40,0.9217719066627424,0.6,0.2911510905372102,0.7869548905333389
4068,29,14,11,492.0614936351776,35,0.5019195400890478,0.8666666666666667,0.14724889532114874,0.7952548221675372
4069,32,19,7,994.5323641300201,59,0.8220576256479092,0.6,0.12484672774737354,0.9412557811006002
4070,26,13,11,958.9783327579498,37,0.6675872082627682,0.9333333333333333,0.14220042901778776,0.9402100875193053
4071,25,12,9,808.1071965694427,66,0.8778025230942355,0.5333333333333333,0.29065985341143985,0.6499384142603786
4072,25,12,9,449.3460068702698,36,0.7989443123926363,0.5333333333333333,0.13964746032146008,0.8402192355347055
4073,28,12,13,785.1221654415131,31,0.6982139815244532,0.8,0.13887872437161514,0.9501644511352941
4074,30,14,10,604.558340549469,24,0.8218461766873694,0.6,0.13995469406080863,0.8969885061153701
4075,25,10,13,275.1399281024933,24,0.7314445653630479,0.7333333333333333,0.13554100270641153,0.8851403624219765
4076,28,14,9,638.8908352851868,52,0.5815379799579419,0.8666666666666667,0.1354128176401063,0.7356737097995957
4077,27,9,14,707.5697727203369,32,0.6648908012065182,0.8666666666666667,0.2811940007009678,0.6458925245577996
4078,30,18,8,1105.4461200237274,68,0.511791516318794,0.8,0.1224519923174684,0.9594380693306286
4079,23,12,10,553.4520931243896,43,0.6154079850556491,0.8666666666666667,0.14811188380683557,0.8045146501990169
4080,27,13,9,713.0345084667206,29,0.6117775036646792,0.8666666666666667,0.13002127340500794,0.8020764913525391
4081,28,14,10,581.00856757164,43,0.5987522401814489,0.6666666666666666,0.12880434846122452,0.7443091824506252
4082,27,15,10,577.7109847068787,39,0.7507591604354228,0.6666666666666666,0.1367042855498898,0.8734373321671183
4083,29,14,10,620.3567042350769,44,0.7488850847011952,0.9333333333333333,0.12488329010245999,0.9884620783381618
4084,21,8,11,623.3195617198944,42,1.0222288172389953,0.4666666666666667,0.13596069171870817,0.7001987631681472
4085,28,11,11,229.71739983558655,20,0.7890645454819005,0.5333333333333333,0.137875574811706,0.8312885540549236
4086,26,9,12,568.6860084533691,52,0.4528603205856066,0.9333333333333333,0.13255481418997073,0.9054954164368286
4087,27,11,8,843.8711574077606,46,0.3476454978606684,1.0,0.1416166261560097,0.8100067351397512
4088,28,12,10,837.1297335624695,37,0.6891454109569951,0.7333333333333333,0.12695092831741248,0.8756436460230032
4089,26,12,10,249.94467449188232,21,0.9097851372146813,0.6,0.1332244077618505,1.0000008509407785
4090,26,14,10,337.6506369113922,25,0.733618716743134,0.8666666666666667,0.14082340307053556,0.9812394794348929
4091,25,11,11,432.58446049690247,36,0.8793028567245232,0.6666666666666666,0.14458237098517113,0.9414372803470556
4092,26,9,12,673.8843960762024,37,0.673386814794428,0.7333333333333333,0.299259812794521,0.941327653585306
4093,25,9,9,255.47617888450623,31,1.12757118547412,0.3333333333333333,0.13687414106137635,0.999997972859891
4094,29,15,11,960.3647503852844,58,0.419988067162167,0.8666666666666667,0.1353879270737104,0.9707223056453708
4095,28,15,10,652.765335559845,24,0.751327758719052,0.6,0.141185340592599,0.9637896400662089
4096,35,20,8,708.0732727050781,40,0.7075524350856902,0.8,0.13734433411242847,0.8659975625215358
4097,30,16,8,473.85297083854675,33,0.8680611901556785,0.6,0.13720321962398013,0.8382480840875303
4098,26,6,16,334.23712515830994,38,0.988453580626421,0.6666666666666666,0.1354490905180756,0.972923909561315
4099,23,10,10,634.5644617080688,32,0.48115981233854865,0.9333333333333333,0.13872554640925483,0.76013913384581
4100,20,9,8,310.63884258270264,37,0.6034726989816526,0.7333333333333333,0.4634931840717854,0.8166941832013513
4101,26,13,11,390.26819229125977,31,0.7184667620910972,0.8666666666666667,0.12417586187819256,0.8574761445800982
4102,29,16,8,826.5004041194916,30,0.46375963705409196,0.8,0.12887323266231634,0.9297775995422998
4103,19,5,14,148.35121297836304,25,0.9928274493535338,0.5333333333333333,0.28451756713866283,0.6168507292129567
4104,21,8,11,212.49637007713318,26,0.9858070487339424,0.6,0.2852730221942513,0.6177042541364655
4105,22,10,8,708.3983106613159,41,0.8589085558517592,0.8,0.1425956700737428,0.7674654377465754
4106,27,12,11,463.1491310596466,38,0.5333153071616227,0.9333333333333333,0.1398775636275283,0.9704074860567325
4107,23,7,14,435.39826011657715,27,0.9983917497736837,0.6,0.13229059425423376,0.8792249297604698
4108,25,11,13,575.7144951820374,43,0.8503596565584366,0.6666666666666666,0.1496397994334416,0.7574141117334504
4109,20,6,11,137.73403596878052,21,0.9425440417215761,0.5333333333333333,0.2779049659141974,0.9043405982837645
4110,28,12,10,613.8249826431274,50,0.7706065277633116,0.6,0.13657454028429517,0.8380309303024686
4111,27,11,8,452.57234287261963,45,0.8005919941836379,0.6666666666666666,0.1425030038150888,0.7019805270634788
4112,29,12,11,670.7270648479462,28,0.9247852179167195,0.6,0.12820151130186758,0.874742626635186
4113,28,10,12,599.392430305481,56,0.7341639825503593,0.8666666666666667,0.1333200714847464,0.9999994489261789
4114,22,7,14,286.6967136859894,32,0.8742570372731525,0.8,0.4443773200445148,0.7499982222031535
4115,25,7,13,412.501012802124,49,0.9797451268988453,0.6,0.2987892610116357,0.6819018221367543
4116,31,16,11,477.5982348918915,28,0.8293897244288838,0.5333333333333333,0.14341328314474525,0.855328577324809
4117,24,14,10,420.8191628456116,30,0.6426635252289774,0.8,0.1313941724906211,0.8034672524808696
4118,26,10,13,566.8644371032715,45,0.573563388020567,0.6666666666666666,0.13735044867116264,0.9284765062917166
4119,29,20,6,980.6572422981262,60,0.6489933651727414,0.8,0.13201352569608163,0.8355867219901802
4120,25,9,9,769.2083172798157,45,0.8621487090461918,0.6,0.2743548764156992,0.9672079134627429
4121,26,14,11,1182.7348446846008,40,0.7065317561480329,0.8,0.13083018871911653,0.7030539676082225
4122,29,13,8,1296.4443345069885,61,0.5378626702420305,0.8666666666666667,0.13891918022893207,0.9315741287387843
4123,28,10,15,393.1466965675354,30,0.7119005848054604,0.7333333333333333,0.12110651645802867,0.9647902629362315
4124,27,14,10,1812.459820985794,67,0.5215331584480017,0.8,0.1364553482912899,0.9375441275962495
4125,28,16,7,718.6755402088165,49,0.5863801066727289,0.7333333333333333,0.1328424362634201,0.8809040825710784
4126,27,15,10,669.6021401882172,43,0.7420408246263196,0.8666666666666667,0.12957222005027216,0.958761779642684
4127,20,7,9,250.95428824424744,35,0.982018825312272,0.4666666666666667,0.2826970116684748,0.5688095799745341
4128,21,10,9,243.90975213050842,26,0.9309130712984387,0.6,0.12998125188535745,0.9769325148555821
4129,29,15,12,672.0327286720276,37,0.6153236079070783,0.7333333333333333,0.13308682505251268,0.9313657789442622
4130,23,11,11,245.08204674720764,20,0.7747200265190057,0.6,0.12911599555470615,0.7530331948941822
